Year,Date_Temp,Date,State,Region,Place,Name,Line Check,Latitude,Longitude,geometry,Location Returned,Location Returned Split,Postal Code
2015,18/1,18/1/2015,Sarawak,Kuching,SMK Arang,"SMK Arang, Kuching, Sarawak",1,1.5031794,110.3287555,POINT (110.32875547005935 1.5031794),"SMK Jalan Arang, Lorong Arang 13, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['SMK Jalan Arang', 'Lorong Arang 13', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,18/1,18/1/2015,Sarawak,Kuching,Jalan Arang,"Jalan Arang, Kuching, Sarawak",1,1.5103594,110.3309163,POINT (110.3309163 1.5103594),"Jalan Arang, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Jalan Arang', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,18/1,18/1/2015,Sarawak,Samarahan,Desa Ilmu,"Desa Ilmu, Samarahan, Sarawak",1,1.4505356,110.4617841,POINT (110.4617841374324 1.4505356),"Lorong Desa Ilmu 22A, Kota Samarahan, Samarahan, Bahagian Samarahan, Sarawak, 94300, Malaysia","['Lorong Desa Ilmu 22A', 'Kota Samarahan', 'Samarahan', 'Bahagian Samarahan', 'Sarawak', '94300', 'Malaysia']",94300
2015,18/1,18/1/2015,Sarawak,Samarahan,Uni Garden,"Uni Garden, Samarahan, Sarawak",1,1.4575885,110.4127023,POINT (110.4127023 1.4575885),"Lorong Uni Garden 9D, Samarindah, Kota Samarahan, Samarahan, Bahagian Samarahan, Sarawak, 94300, Malaysia","['Lorong Uni Garden 9D', 'Samarindah', 'Kota Samarahan', 'Samarahan', 'Bahagian Samarahan', 'Sarawak', '94300', 'Malaysia']",94300
2015,18/1,18/1/2015,Sarawak,Limbang,Nanga Medamit,"Nanga Medamit, Limbang, Sarawak",1,4.4871483,114.9097308,POINT (114.9097308 4.4871483),"Limbang, Bahagian Limbang, Sarawak, 98750, Malaysia","['Limbang', 'Bahagian Limbang', 'Sarawak', '98750', 'Malaysia']",98750
2015,18/1,18/1/2015,Sarawak,Kuching,Jalan Kuching/Serian,"Jalan Kuching/Serian, Kuching, Sarawak",1,1.4821199,110.3312875,POINT (110.3312875 1.4821199),"Sugar Bun, Jalan Kuching-Serian, Kota Sentosa, Kuching, Bahagian Kuching, Sarawak, 93250, Malaysia","['Sugar Bun', 'Jalan Kuching-Serian', 'Kota Sentosa', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93250', 'Malaysia']",93250
2015,18/1,18/1/2015,Sarawak,Samarahan,Serian,"Serian, Samarahan, Sarawak",1,1.4286288,110.3279034,POINT (110.3279034 1.4286288),"Jalan Kuching-Serian, Kota Padawan, Samarahan, Bahagian Samarahan, Sarawak, 93250, Malaysia","['Jalan Kuching-Serian', 'Kota Padawan', 'Samarahan', 'Bahagian Samarahan', 'Sarawak', '93250', 'Malaysia']",93250
2015,19/1,19/1/2015,Sarawak,Kuching,Kampung Sandong,"Kampung Sandong, Kuching, Sarawak",1,1.4858303,110.2840801,POINT (110.2840801 1.4858303),"Kampung Sandong, Kuching, Bahagian Kuching, Sarawak, 93250, Malaysia","['Kampung Sandong', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93250', 'Malaysia']",93250
2015,19/1,19/1/2015,Sarawak,Kuching,Desa Wira Lorong 17 ,"Desa Wira Lorong 17 , Kuching, Sarawak",1,1.5020919,110.3044489,POINT (110.3044489 1.5020919),"Lorong Desa Wira 15, Batu Kawah New Township, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Lorong Desa Wira 15', 'Batu Kawah New Township', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,19/1,19/1/2015,Sarawak,Kuching,Desa Wira Lorong 18,"Desa Wira Lorong 18, Kuching, Sarawak",1,1.5020919,110.3044489,POINT (110.3044489 1.5020919),"Lorong Desa Wira 15, Batu Kawah New Township, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Lorong Desa Wira 15', 'Batu Kawah New Township', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,30/1,30/1/2015,Sarawak,Miri,"Jalan Kingsway,  Miri","Jalan Kingsway,  Miri, Miri, Sarawak",1,4.3923656,113.9873767,POINT (113.9873767 4.3923656),"Jalan Kingsway, Times Square, Marina Bay, Miri, Sarawak, 98000, Malaysia","['Jalan Kingsway', 'Times Square', 'Marina Bay', 'Miri', 'Sarawak', '98000', 'Malaysia']",98000
2015,2-Jan,1/2/2015,Sarawak,Sri Aman,Engkilili,"Engkilili, Sri Aman, Sarawak",1,1.1387759,111.6678515,POINT (111.6678515 1.1387759),"Engkilili, Lubok Antu, Bahagian Sri Aman, Sarawak, 95800, Malaysia","['Engkilili', 'Lubok Antu', 'Bahagian Sri Aman', 'Sarawak', '95800', 'Malaysia']",95800
2015,2-Mar,3/2/2015,Sarawak,Sibu,"Jalan Hua Khiew, Sibu","Jalan Hua Khiew, Sibu, Sibu, Sarawak",1,2.2991329,111.8366066,POINT (111.8366066 2.2991329),"Jalan Hua Khiew, Sibu, Bahagian Sibu, Sarawak, 96000, Malaysia","['Jalan Hua Khiew', 'Sibu', 'Bahagian Sibu', 'Sarawak', '96000', 'Malaysia']",96000
2015,18/2,18/2/2015,Sarawak,Kuching,"Jalan P. Ramlee, Kuching","Jalan P. Ramlee, Kuching, Kuching, Sarawak",1,1.5575091,110.3417309,POINT (110.3417309 1.5575091),"Jalan Haji Taha, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Jalan Haji Taha', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,18/2,18/2/2015,Sarawak,Kuching,"Jalan Mcdougall, Kuching","Jalan Mcdougall, Kuching, Kuching, Sarawak",1,1.5557838,110.3458252,POINT (110.3458252 1.5557838),"Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,11-Jun,6/11/2015,Sarawak,Limbang,Taman Indah,"Taman Indah, Limbang, Sarawak",1,4.766673,115.0254038,POINT (115.0254038 4.766673),"Jalan Sibukang, Taman Bunga Simpor, Kampung Nauran, Limbang, Bahagian Limbang, Sarawak, 98708, Malaysia","['Jalan Sibukang', 'Taman Bunga Simpor', 'Kampung Nauran', 'Limbang', 'Bahagian Limbang', 'Sarawak', '98708', 'Malaysia']",98708
2015,24/11,24/11/2015,Sarawak,Sibu,Jalan Chong Sang,"Jalan Chong Sang, Sibu, Sarawak",1,2.2852943,111.8380106,POINT (111.8380106 2.2852943),"Jalan Chong Sang, Sibu, Bahagian Sibu, Sarawak, 96000, Malaysia","['Jalan Chong Sang', 'Sibu', 'Bahagian Sibu', 'Sarawak', '96000', 'Malaysia']",96000
2015,25/11,25/11/2015,Sarawak,Kuching,"Jalan Batu 11 1/2, Kuching","Jalan Batu 11 1/2, Kuching, Kuching, Sarawak",1,1.6513925,110.3334211,POINT (110.3334211 1.6513925),"Jalan Selangan Batu 1, Petra Jaya, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Jalan Selangan Batu 1', 'Petra Jaya', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,25/11,25/11/2015,Sarawak,Limbang,Lawas,"Lawas, Limbang, Sarawak",1,4.8596843,115.4082501,POINT (115.4082501 4.8596843),"Lawas, Bahagian Limbang, Sarawak, 98857, Malaysia","['Lawas', 'Bahagian Limbang', 'Sarawak', '98857', 'Malaysia']",98857
2015,12-Jan,1/12/2015,Sarawak,Sibu,Jln Hua Kiew,"Jln Hua Kiew, Sibu, Sarawak",1,2.2961833,111.8333566,POINT (111.8333566 2.2961833),"Jalan Hua Kiew, Sibu, Bahagian Sibu, Sarawak, 96000, Malaysia","['Jalan Hua Kiew', 'Sibu', 'Bahagian Sibu', 'Sarawak', '96000', 'Malaysia']",96000
2015,12-Jan,1/12/2015,Sarawak,Sibu,"Jln. Chong Sang, Sibu","Jln. Chong Sang, Sibu, Sibu, Sarawak",1,2.2852943,111.8380106,POINT (111.8380106 2.2852943),"Jalan Chong Sang, Sibu, Bahagian Sibu, Sarawak, 96000, Malaysia","['Jalan Chong Sang', 'Sibu', 'Bahagian Sibu', 'Sarawak', '96000', 'Malaysia']",96000
2015,12-Jan,1/12/2015,Sarawak,Sibu,Jln Geronggang ,"Jln Geronggang , Sibu, Sarawak",1,2.2992426,111.8328528,POINT (111.8328528 2.2992426),"Jalan Geronggang, Sibu, Bahagian Sibu, Sarawak, 96000, Malaysia","['Jalan Geronggang', 'Sibu', 'Bahagian Sibu', 'Sarawak', '96000', 'Malaysia']",96000
2015,12-Jan,1/12/2015,Sarawak,Sibu,"Jln Diong Kik, Sibu","Jln Diong Kik, Sibu, Sibu, Sarawak",1,2.3070362,111.8509893,POINT (111.8509893 2.3070362),"Jalan Diong Kik, Sibu, Bahagian Sibu, Sarawak, 96000, Malaysia","['Jalan Diong Kik', 'Sibu', 'Bahagian Sibu', 'Sarawak', '96000', 'Malaysia']",96000
2015,12-Jan,1/12/2015,Sarawak,Bintulu,Sg. Plan,"Sg. Plan, Bintulu, Sarawak",1,3.2786768,113.1181029,POINT (113.1181029 3.2786768),"Sungai Plan Lot, Jalan Kidurong - Samalaju, Bintulu, Sarawak, 97300, Malaysia","['Sungai Plan Lot', 'Jalan Kidurong - Samalaju', 'Bintulu', 'Sarawak', '97300', 'Malaysia']",97300
2015,12-Jan,1/12/2015,Sarawak,Bintulu,RPR Kidurong,"RPR Kidurong, Bintulu, Sarawak",1,3.23763215,113.0863615,POINT (113.08636150233761 3.23763215),"RPR Kidurong Futsal Court, Jalan Pengiran Abu Bakar, Tanjung Kidurong, Bintulu, Sarawak, 97300, Malaysia","['RPR Kidurong Futsal Court', 'Jalan Pengiran Abu Bakar', 'Tanjung Kidurong', 'Bintulu', 'Sarawak', '97300', 'Malaysia']",97300
2015,12-Feb,2/12/2015,Sarawak,Sibu,"Lorong Sentosa 8, Sibu","Lorong Sentosa 8, Sibu, Sibu, Sarawak",1,2.2711451,111.8601672,POINT (111.8601672 2.2711451),"Sibu, Bahagian Sibu, Sarawak, 96000, Malaysia","['Sibu', 'Bahagian Sibu', 'Sarawak', '96000', 'Malaysia']",96000
2015,19/12,19/12/2015,Sarawak,Bintulu,"Sg. Plan, Bintulu","Sg. Plan, Bintulu, Bintulu, Sarawak",1,3.2786768,113.1181029,POINT (113.1181029 3.2786768),"Sungai Plan Lot, Jalan Kidurong - Samalaju, Bintulu, Sarawak, 97300, Malaysia","['Sungai Plan Lot', 'Jalan Kidurong - Samalaju', 'Bintulu', 'Sarawak', '97300', 'Malaysia']",97300
2015,31/12,31/12/2015,Sarawak,Kuching,SMK Batu Lintang,"SMK Batu Lintang, Kuching, Sarawak",1,1.53223525,110.3480444,POINT (110.34804436974763 1.53223525),"SMK Batu Lintang, Jalan College, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['SMK Batu Lintang', 'Jalan College', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,31/12,31/12/2015,Sarawak,Kuching,SMK Arang,"SMK Arang, Kuching, Sarawak",1,1.5031794,110.3287555,POINT (110.32875547005935 1.5031794),"SMK Jalan Arang, Lorong Arang 13, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['SMK Jalan Arang', 'Lorong Arang 13', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,31/12,31/12/2015,Sarawak,Kuching,"Jln Arang, Kuching","Jln Arang, Kuching, Kuching, Sarawak",1,1.5103594,110.3309163,POINT (110.3309163 1.5103594),"Jalan Arang, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Jalan Arang', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,31/12,31/12/2015,Sarawak,Kuching,Jln Laksamana Cheng Ho,"Jln Laksamana Cheng Ho, Kuching, Sarawak",1,1.5222624,110.3502645,POINT (110.3502645 1.5222624),"Jalan Laksamana Cheng Ho, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Jalan Laksamana Cheng Ho', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,31/12,31/12/2015,Sarawak,Kuching,Jln. Batu Kawa,"Jln. Batu Kawa, Kuching, Sarawak",1,1.5088202,110.2984547,POINT (110.2984547 1.5088202),"Jalan Batu Kawa, Batu Kawah New Township, Batu Kawa, Kuching, Bahagian Kuching, Sarawak, 93150, Malaysia","['Jalan Batu Kawa', 'Batu Kawah New Township', 'Batu Kawa', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93150', 'Malaysia']",93150
2015,31/12,31/12/2015,Sarawak,Kuching,Jln. Tong Wei Tah,"Jln. Tong Wei Tah, Kuching, Sarawak",1,1.5227025,110.3429722,POINT (110.3429722 1.5227025),"Jalan Tong Wei Tah, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Jalan Tong Wei Tah', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2015,31/12,31/12/2015,Sarawak,Kuching,Jln. Batu Kawa,"Jln. Batu Kawa, Kuching, Sarawak",1,1.5088202,110.2984547,POINT (110.2984547 1.5088202),"Jalan Batu Kawa, Batu Kawah New Township, Batu Kawa, Kuching, Bahagian Kuching, Sarawak, 93150, Malaysia","['Jalan Batu Kawa', 'Batu Kawah New Township', 'Batu Kawa', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93150', 'Malaysia']",93150
2015,31/12,31/12/2015,Sarawak,Kuching,Jln. Arang,"Jln. Arang, Kuching, Sarawak",1,1.5103594,110.3309163,POINT (110.3309163 1.5103594),"Jalan Arang, Kuching, Bahagian Kuching, Sarawak, 93000, Malaysia","['Jalan Arang', 'Kuching', 'Bahagian Kuching', 'Sarawak', '93000', 'Malaysia']",93000
2016,21/1,21/1/2016,Sarawak,Sarikei,"Jln. Bangunan Kerajaan, Sarikei","Jln. Bangunan Kerajaan, Sarikei, Sarikei, Sarawak",1,2.1197281,111.5221889,POINT (111.5221889 2.1197281),"Syarikat Sesco Berhad Office Sarikei, Jalan Bangunan Kerajaan, Sarikei, Bahagian Sarikei, Sarawak, 96100, Malaysia","['Syarikat Sesco Berhad Office Sarikei', 'Jalan Bangunan Kerajaan', 'Sarikei', 'Bahagian Sarikei', 'Sarawak', '96100', 'Malaysia']",96100
2016,3-Sep,9/3/2016,Sarawak,Sarikei,"Jalan Bangunan Kerajaan, Sarikei","Jalan Bangunan Kerajaan, Sarikei, Sarikei, Sarawak",1,2.1197281,111.5221889,POINT (111.5221889 2.1197281),"Syarikat Sesco Berhad Office Sarikei, Jalan Bangunan Kerajaan, Sarikei, Bahagian Sarikei, Sarawak, 96100, Malaysia","['Syarikat Sesco Berhad Office Sarikei', 'Jalan Bangunan Kerajaan', 'Sarikei', 'Bahagian Sarikei', 'Sarawak', '96100', 'Malaysia']",96100
2016,15/3,15/3/2016,Sarawak,Sarikei,"Jalan Bangunan Kerajaan, Sarikei","Jalan Bangunan Kerajaan, Sarikei, Sarikei, Sarawak",1,2.1197281,111.5221889,POINT (111.5221889 2.1197281),"Syarikat Sesco Berhad Office Sarikei, Jalan Bangunan Kerajaan, Sarikei, Bahagian Sarikei, Sarawak, 96100, Malaysia","['Syarikat Sesco Berhad Office Sarikei', 'Jalan Bangunan Kerajaan', 'Sarikei', 'Bahagian Sarikei', 'Sarawak', '96100', 'Malaysia']",96100
2015,1-Aug,8/1/2015,Selangor,Gombak,Bandar Baru Kundang,"Bandar Baru Kundang, Gombak, Selangor",1,3.285231,101.5123033,POINT (101.5123033321855 3.285231),"Bandar Baru Kundang, Kundang, Majlis Perbandaran Selayang, Gombak, Selangor, 48020, Malaysia","['Bandar Baru Kundang', 'Kundang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48020', 'Malaysia']",48020
2015,26/1,26/1/2015,Selangor,Gombak,"Jalan Maxwell, Pekan Rawang","Jalan Maxwell, Pekan Rawang, Gombak, Selangor",1,3.3211814,101.5757862,POINT (101.5757862 3.3211814),"Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang, Jalan Maxwell, Pekan Lama Rawang, Kampung Melayu Pekan Rawang, Rawang, Majlis Perbandaran Selayang, Gombak, Selangor, 48000, Malaysia","['Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang', 'Jalan Maxwell', 'Pekan Lama Rawang', 'Kampung Melayu Pekan Rawang', 'Rawang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48000', 'Malaysia']",48000
2015,14/4,14/4/2015,Selangor,Gombak,Kg. Sg. Kertas,"Kg. Sg. Kertas, Gombak, Selangor",1,3.2558776,101.6874039,POINT (101.6874039 3.2558776),"Jalan Kampung Sungai Kertas 8, Pinggiran Batu Caves, Batu Caves, Majlis Perbandaran Selayang, Gombak, Selangor, 68100, Malaysia","['Jalan Kampung Sungai Kertas 8', 'Pinggiran Batu Caves', 'Batu Caves', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '68100', 'Malaysia']",68100
2015,14/4,14/4/2015,Selangor,Gombak,Kg. Nakhoda,"Kg. Nakhoda, Gombak, Selangor",1,3.2504826,101.6799582,POINT (101.6799582 3.2504826),"Jalan Nakhoda Dalam, Kampung Nakhoda, Batu Caves, Majlis Perbandaran Selayang, Gombak, Selangor, 68100, Malaysia","['Jalan Nakhoda Dalam', 'Kampung Nakhoda', 'Batu Caves', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '68100', 'Malaysia']",68100
2015,13/8,13/8/2015,Selangor,Gombak,Desa Aman,"Desa Aman, Gombak, Selangor",1,3.2053465,101.5961813,POINT (101.5961813133037 3.2053465),"Jalan D/A7, Kampung Desa Aman, Majlis Perbandaran Selayang, Gombak, Selangor, 47830, Malaysia","['Jalan D/A7', 'Kampung Desa Aman', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '47830', 'Malaysia']",47830
2015,9-Apr,4/9/2015,Selangor,Gombak,Jalan Maxwell,"Jalan Maxwell, Gombak, Selangor",1,3.3211814,101.5757862,POINT (101.5757862 3.3211814),"Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang, Jalan Maxwell, Pekan Lama Rawang, Kampung Melayu Pekan Rawang, Rawang, Majlis Perbandaran Selayang, Gombak, Selangor, 48000, Malaysia","['Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang', 'Jalan Maxwell', 'Pekan Lama Rawang', 'Kampung Melayu Pekan Rawang', 'Rawang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48000', 'Malaysia']",48000
2015,10-Sep,9/10/2015,Selangor,Gombak,Jalan Maxwell,"Jalan Maxwell, Gombak, Selangor",1,3.3211814,101.5757862,POINT (101.5757862 3.3211814),"Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang, Jalan Maxwell, Pekan Lama Rawang, Kampung Melayu Pekan Rawang, Rawang, Majlis Perbandaran Selayang, Gombak, Selangor, 48000, Malaysia","['Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang', 'Jalan Maxwell', 'Pekan Lama Rawang', 'Kampung Melayu Pekan Rawang', 'Rawang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48000', 'Malaysia']",48000
2015,10-Nov,11/10/2015,Selangor,Gombak,Kg. Kerdas 2,"Kg. Kerdas 2, Gombak, Selangor",1,3.2177693,101.7117501,POINT (101.7117501 3.2177693),"Masjid As Syakirin, Jalan Kerdas 2, Taman Gombak Jaya, Gombak, Majlis Perbandaran Selayang, Gombak, Selangor, 53100, Malaysia","['Masjid As Syakirin', 'Jalan Kerdas 2', 'Taman Gombak Jaya', 'Gombak', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '53100', 'Malaysia']",53100
2015,10-Nov,11/10/2015,Selangor,Gombak,Jalan Maxwell,"Jalan Maxwell, Gombak, Selangor",1,3.3211814,101.5757862,POINT (101.5757862 3.3211814),"Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang, Jalan Maxwell, Pekan Lama Rawang, Kampung Melayu Pekan Rawang, Rawang, Majlis Perbandaran Selayang, Gombak, Selangor, 48000, Malaysia","['Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang', 'Jalan Maxwell', 'Pekan Lama Rawang', 'Kampung Melayu Pekan Rawang', 'Rawang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48000', 'Malaysia']",48000
2015,31/10,31/10/2015,Selangor,Gombak,Bandar Baru Kundang,"Bandar Baru Kundang, Gombak, Selangor",1,3.285231,101.5123033,POINT (101.5123033321855 3.285231),"Bandar Baru Kundang, Kundang, Majlis Perbandaran Selayang, Gombak, Selangor, 48020, Malaysia","['Bandar Baru Kundang', 'Kundang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48020', 'Malaysia']",48020
2015,31/10,31/10/2015,Selangor,Gombak,Taman Rahmat Jaya,"Taman Rahmat Jaya, Gombak, Selangor",1,3.2630811,101.5250103,POINT (101.52501032746468 3.2630811),"Jalan Taman Rahmat Jaya Dua/3A, Taman Rahmat Jaya, Majlis Perbandaran Selayang, Gombak, Selangor, 48050, Malaysia","['Jalan Taman Rahmat Jaya Dua/3A', 'Taman Rahmat Jaya', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48050', 'Malaysia']",48050
2015,11-Jan,1/11/2015,Selangor,Gombak,Bandar Baru Kundang,"Bandar Baru Kundang, Gombak, Selangor",1,3.285231,101.5123033,POINT (101.5123033321855 3.285231),"Bandar Baru Kundang, Kundang, Majlis Perbandaran Selayang, Gombak, Selangor, 48020, Malaysia","['Bandar Baru Kundang', 'Kundang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48020', 'Malaysia']",48020
2015,11-Jan,1/11/2015,Selangor,Gombak,Kampung Pasir,"Kampung Pasir, Gombak, Selangor",1,3.3980687,101.6718481,POINT (101.67184810415063 3.3980687),"Pusat Latihan Asnaf Selangor, Jalan Hulu Yam Bharu - Batu Caves, Kampung Gurney, Majlis Perbandaran Selayang, Hulu Selangor, Selangor, 44300, Malaysia","['Pusat Latihan Asnaf Selangor', 'Jalan Hulu Yam Bharu - Batu Caves', 'Kampung Gurney', 'Majlis Perbandaran Selayang', 'Hulu Selangor', 'Selangor', '44300', 'Malaysia']",44300
2015,13/11,13/11/2015,Selangor,Gombak,Jalan Indah 19 Taman Selayang Indah,"Jalan Indah 19 Taman Selayang Indah, Gombak, Selangor",1,3.2455885,101.6660502,POINT (101.6660502 3.2455885),"Jalan Indah 19, Kampung Lembah Indah, Kampung Selayang Indah, Batu Caves, Majlis Perbandaran Selayang, Gombak, Selangor, 68100, Malaysia","['Jalan Indah 19', 'Kampung Lembah Indah', 'Kampung Selayang Indah', 'Batu Caves', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '68100', 'Malaysia']",68100
2015,16/11,16/11/2015,Selangor,Gombak,Bandar Baru Kundang,"Bandar Baru Kundang, Gombak, Selangor",1,3.285231,101.5123033,POINT (101.5123033321855 3.285231),"Bandar Baru Kundang, Kundang, Majlis Perbandaran Selayang, Gombak, Selangor, 48020, Malaysia","['Bandar Baru Kundang', 'Kundang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48020', 'Malaysia']",48020
2015,16/11,16/11/2015,Selangor,Gombak,Kg. Damai,"Kg. Damai, Gombak, Selangor",1,3.2502586,101.6917387,POINT (101.6917387 3.2502586),"Kg Melayu Wira Damai, Lorong Berlian 10, Kampung Melayu Wira Damai, Batu Caves, Majlis Perbandaran Selayang, Gombak, Selangor, 68100, Malaysia","['Kg Melayu Wira Damai', 'Lorong Berlian 10', 'Kampung Melayu Wira Damai', 'Batu Caves', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '68100', 'Malaysia']",68100
2015,16/11,16/11/2015,Selangor,Gombak,Jalan MRR2,"Jalan MRR2, Gombak, Selangor",1,3.1740394,101.7563823,POINT (101.7563823 3.1740394),"Jalan Lingkaran Tengah 2, Taman Keramat AU2, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia","['Jalan Lingkaran Tengah 2', 'Taman Keramat AU2', 'Ulu Kelang', 'Majlis Perbandaran Ampang Jaya', 'Gombak', 'Selangor', '54200', 'Malaysia']",54200
2015,16/11,16/11/2015,Selangor,Gombak,Taman Rahmat Jaya,"Taman Rahmat Jaya, Gombak, Selangor",1,3.2630811,101.5250103,POINT (101.52501032746468 3.2630811),"Jalan Taman Rahmat Jaya Dua/3A, Taman Rahmat Jaya, Majlis Perbandaran Selayang, Gombak, Selangor, 48050, Malaysia","['Jalan Taman Rahmat Jaya Dua/3A', 'Taman Rahmat Jaya', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48050', 'Malaysia']",48050
2015,17/11,17/11/2015,Selangor,Gombak,Kg. Sg. Bakau,"Kg. Sg. Bakau, Gombak, Selangor",1,3.3209401,101.5300497,POINT (101.5300497 3.3209401),"Taman Anggun 2, Sungai Bakau, Majlis Perbandaran Selayang, Gombak, Selangor, 48000, Malaysia","['Taman Anggun 2', 'Sungai Bakau', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48000', 'Malaysia']",48000
2015,20/11,20/11/2015,Selangor,Gombak,Bandar Baru Kundang,"Bandar Baru Kundang, Gombak, Selangor",1,3.285231,101.5123033,POINT (101.5123033321855 3.285231),"Bandar Baru Kundang, Kundang, Majlis Perbandaran Selayang, Gombak, Selangor, 48020, Malaysia","['Bandar Baru Kundang', 'Kundang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48020', 'Malaysia']",48020
2015,20/1,20/1/2015,Selangor,Gombak,Kg. Bunga Raya,"Kg. Bunga Raya, Gombak, Selangor",1,3.2161425,101.7131853,POINT (101.7131853 3.2161425),"Jabatan Veterinar, Lorong Bunga Raya, Gombak Setia, Gombak, Majlis Perbandaran Selayang, Gombak, Selangor, 53100, Malaysia","['Jabatan Veterinar', 'Lorong Bunga Raya', 'Gombak Setia', 'Gombak', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '53100', 'Malaysia']",53100
2015,20/1,20/1/2015,Selangor,Gombak,Kuang,"Kuang, Gombak, Selangor",1,3.2582621,101.5546786,POINT (101.55467857628948 3.2582621),"KA09 Kuang, Jalan Stesen, Kuang, Majlis Perbandaran Selayang, Gombak, Selangor, 48050, Malaysia","['KA09 Kuang', 'Jalan Stesen', 'Kuang', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '48050', 'Malaysia']",48050
2015,20/11,20/11/2015,Selangor,Gombak,Jln 62 Selayang Baru,"Jln 62 Selayang Baru, Gombak, Selangor",1,3.2463284,101.6732205,POINT (101.6732205 3.2463284),"Jalan 18E, Taman Selayang, Kampung Baru Batu Caves, Batu Caves, Majlis Perbandaran Selayang, Gombak, Selangor, 68100, Malaysia","['Jalan 18E', 'Taman Selayang', 'Kampung Baru Batu Caves', 'Batu Caves', 'Majlis Perbandaran Selayang', 'Gombak', 'Selangor', '68100', 'Malaysia']",68100
